Country,LastUpdate,Category,Indicator (text in app),value
CZE,16.12.2020 9:01,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,N
DNK,16.12.2020 9:01,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,N
EST,16.12.2020 9:01,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
FIN,16.12.2020 9:01,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,N
FRA,16.12.2020 9:01,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
DEU,16.12.2020 9:01,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
GRC,16.12.2020 9:01,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
HUN,16.12.2020 9:01,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
ISL,16.12.2020 9:01,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
IRL,16.12.2020 9:01,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
ITA,16.12.2020 9:01,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,N
LVA,16.12.2020 9:01,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
LIE,16.12.2020 9:01,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
LTU,16.12.2020 9:01,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
LUX,16.12.2020 9:01,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,Y
MLT,16.12.2020 9:01,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
NLD,16.12.2020 9:01,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
NOR,16.12.2020 9:01,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
POL,16.12.2020 9:01,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,Y
PRT,16.12.2020 9:01,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,Y
ROU,16.12.2020 9:01,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
SVK,16.12.2020 9:01,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
SVN,16.12.2020 9:01,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
ESP,16.12.2020 9:01,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
SWE,16.12.2020 9:01,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,Y
CHE,16.12.2020 9:01,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
BEL,17.12.2020 15:49,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
AUT,17.12.2020 15:49,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
BGR,17.12.2020 15:49,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,Y
HRV,17.12.2020 15:49,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
CYP,17.12.2020 15:49,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
CZE,17.12.2020 15:49,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,N
DNK,17.12.2020 15:49,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,N
EST,17.12.2020 15:49,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
FIN,17.12.2020 15:49,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,N
FRA,17.12.2020 15:49,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
DEU,17.12.2020 15:49,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
GRC,17.12.2020 15:49,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
HUN,17.12.2020 15:49,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
ISL,17.12.2020 15:49,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
IRL,17.12.2020 15:49,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
ITA,17.12.2020 15:49,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,N
LVA,17.12.2020 15:49,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
LIE,17.12.2020 15:49,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
LTU,17.12.2020 15:49,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
LUX,17.12.2020 15:49,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,Y
MLT,17.12.2020 15:49,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
NLD,17.12.2020 15:49,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
NOR,17.12.2020 15:49,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
POL,17.12.2020 15:49,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,Y
PRT,17.12.2020 15:49,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,Y
ROU,17.12.2020 15:49,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
SVK,17.12.2020 15:49,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
SVN,17.12.2020 15:49,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
ESP,17.12.2020 15:49,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
SWE,17.12.2020 15:49,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,Y
CHE,17.12.2020 15:49,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
BEL,18.12.2020 12:13,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
AUT,18.12.2020 12:13,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
BGR,18.12.2020 12:13,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,Y
HRV,18.12.2020 12:13,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
CYP,18.12.2020 12:13,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
CZE,18.12.2020 12:13,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,N
DNK,18.12.2020 12:13,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,N
EST,18.12.2020 12:13,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
FIN,18.12.2020 12:13,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,N
FRA,18.12.2020 12:13,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
DEU,18.12.2020 12:13,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
GRC,18.12.2020 12:13,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
HUN,18.12.2020 12:13,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
ISL,18.12.2020 12:13,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
IRL,18.12.2020 12:13,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
ITA,18.12.2020 12:13,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,N
LVA,18.12.2020 12:13,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
LIE,18.12.2020 12:13,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
LTU,18.12.2020 12:13,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
LUX,18.12.2020 12:13,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,Y
MLT,18.12.2020 12:13,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
NLD,18.12.2020 12:13,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
NOR,18.12.2020 12:13,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
POL,18.12.2020 12:13,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,Y
PRT,18.12.2020 12:13,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,Y
ROU,18.12.2020 12:13,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
SVK,18.12.2020 12:13,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
SVN,18.12.2020 12:13,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
ESP,18.12.2020 12:13,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
SWE,18.12.2020 12:13,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,Y
CHE,18.12.2020 12:13,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
BEL,19.12.2020 16:12,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
AUT,19.12.2020 16:12,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
BGR,19.12.2020 16:12,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,Y
HRV,19.12.2020 16:12,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
CYP,19.12.2020 16:12,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
CZE,19.12.2020 16:12,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,N
DNK,19.12.2020 16:12,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,N
EST,19.12.2020 16:12,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
FIN,19.12.2020 16:12,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,N
FRA,19.12.2020 16:12,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
DEU,19.12.2020 16:12,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
GRC,19.12.2020 16:12,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
HUN,19.12.2020 16:12,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
ISL,19.12.2020 16:12,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
IRL,19.12.2020 16:12,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
ITA,19.12.2020 16:12,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,N
LVA,19.12.2020 16:12,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
LIE,19.12.2020 16:12,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
LTU,19.12.2020 16:12,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
LUX,19.12.2020 16:12,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,Y
MLT,19.12.2020 16:12,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
NLD,19.12.2020 16:12,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
NOR,19.12.2020 16:12,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
POL,19.12.2020 16:12,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,Y
PRT,19.12.2020 16:12,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,Y
ROU,19.12.2020 16:12,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
SVK,19.12.2020 16:12,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
SVN,19.12.2020 16:12,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
ESP,19.12.2020 16:12,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
SWE,19.12.2020 16:12,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,Y
CHE,19.12.2020 16:12,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
BEL,21.12.2020 12:46,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
AUT,21.12.2020 12:46,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
BGR,21.12.2020 12:46,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,Y
HRV,21.12.2020 12:46,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
CYP,21.12.2020 12:46,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
CZE,21.12.2020 12:46,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,N
DNK,21.12.2020 12:46,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,N
EST,21.12.2020 12:46,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
FIN,21.12.2020 12:46,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,N
FRA,21.12.2020 12:46,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
DEU,21.12.2020 12:46,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
GRC,21.12.2020 12:46,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
HUN,21.12.2020 12:46,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
ISL,21.12.2020 12:46,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
IRL,21.12.2020 12:46,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
ITA,21.12.2020 12:46,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,N
LVA,21.12.2020 12:46,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
LIE,21.12.2020 12:46,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
LTU,21.12.2020 12:46,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
LUX,21.12.2020 12:46,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,Y
MLT,21.12.2020 12:46,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
NLD,21.12.2020 12:46,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
NOR,21.12.2020 12:46,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
POL,21.12.2020 12:46,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,Y
PRT,21.12.2020 12:46,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,Y
ROU,21.12.2020 12:46,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
SVK,21.12.2020 12:46,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
